filename,width,height,class,xmin,ymin,xmax,ymax
staugustinecam.2019-04-18_1300.mp4_frames_26.jpg,1280,720,person,372,507,395,544
staugustinecam.2019-04-18_1300.mp4_frames_26.jpg,1280,720,person,343,505,370,537
staugustinecam.2019-04-18_1300.mp4_frames_26.jpg,1280,720,person,433,481,446,520
staugustinecam.2019-04-18_1300.mp4_frames_26.jpg,1280,720,person,459,481,474,511
staugustinecam.2019-04-18_1300.mp4_frames_26.jpg,1280,720,person,485,475,504,512
staugustinecam.2019-04-18_1300.mp4_frames_26.jpg,1280,720,person,500,512,528,541
staugustinecam.2019-04-18_1300.mp4_frames_26.jpg,1280,720,person,823,598,858,642
staugustinecam.2019-04-18_1300.mp4_frames_26.jpg,1280,720,person,885,606,911,650
staugustinecam.2019-04-18_1300.mp4_frames_26.jpg,1280,720,person,845,554,871,599
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,140,638,192,713
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,1197,586,1224,651
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,71,559,131,605
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,135,560,184,606
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,78,520,102,575
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,356,527,390,584
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,374,589,433,636
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,507,586,522,633
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,478,588,515,633
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,390,641,437,687
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,288,644,344,691
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,572,529,604,583
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,667,518,681,572
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,639,521,673,571
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,638,594,659,649
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,684,597,724,654
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,705,562,734,601
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,693,554,715,593
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,732,571,766,615
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,771,572,806,619
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,862,680,963,715
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,1091,680,1131,720
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,1114,626,1149,653
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,1058,614,1083,654
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,1004,628,1052,665
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,1027,584,1058,615
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,862,524,893,570
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,1198,545,1231,590
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,1251,559,1279,627
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,529,571,555,593
staugustinecam.2019-03-25_1300.mp4_frames_54.jpg,1280,720,person,498,575,512,584
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,91,203,107,238
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,118,213,133,237
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,18,528,32,577
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,32,492,49,533
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,52,495,75,534
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,72,508,101,577
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,68,610,102,642
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,42,654,118,704
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,308,502,340,534
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,400,481,451,516
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,571,534,594,577
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,530,507,568,564
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,611,537,649,577
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,591,512,612,549
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,594,606,655,659
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,708,554,777,607
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,785,576,841,622
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,859,679,875,714
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,928,701,961,719
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,969,546,992,589
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,1005,538,1032,596
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,1053,540,1079,596
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,1237,493,1280,560
staugustinecam.2019-04-28_1000.mp4_frames_5.jpg,1280,720,person,131,211,145,246
staugustinecam.2019-01-10_1200.mp4_frames_3.jpg,1280,720,person,87,207,101,249
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,288,538,334,581
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,117,526,144,573
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,14,532,44,620
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,148,511,170,577
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,65,208,91,242
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,92,211,117,238
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,122,208,166,246
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,422,501,470,575
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,599,527,654,588
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,653,528,711,594
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,725,484,762,545
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,800,511,836,572
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,837,537,863,579
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,861,528,904,586
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,971,506,1006,573
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,993,495,1043,563
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,1052,518,1117,580
staugustinecam.2019-04-30_1000.mp4_frames_14.jpg,1280,720,person,1255,516,1280,572
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,433,555,472,611
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,573,495,593,531
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,866,433,891,464
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,246,490,266,533
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,1114,519,1140,575
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,110,204,139,247
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,222,475,243,531
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,271,506,312,603
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,287,477,317,541
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,362,468,386,536
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,330,475,364,563
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,323,462,351,521
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,513,497,558,538
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,768,499,794,531
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,876,563,911,623
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,915,549,953,613
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,811,538,857,607
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,1140,454,1162,502
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,1143,547,1194,575
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,1256,541,1276,597
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,1178,437,1195,482
staugustinecam.2019-04-06_1400.mp4_frames_54.jpg,1280,720,person,1212,421,1239,484
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,1238,540,1262,570
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,959,529,982,569
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,832,612,885,697
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,833,552,869,581
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,13,466,46,507
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,145,479,189,510
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,65,532,96,611
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,322,531,351,601
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,72,619,109,671
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,0,620,42,671
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,291,449,320,501
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,412,516,442,546
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,444,529,468,576
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,554,641,576,684
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,591,596,612,636
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,630,557,664,594
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,571,473,598,508
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,478,475,520,510
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,1147,482,1181,534
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,894,480,941,502
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,751,542,775,562
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,680,550,706,590
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,928,629,963,706
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,914,602,958,667
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,889,616,907,683
staugustinecam.2019-04-26_1500.mp4_frames_44.jpg,1280,720,person,126,516,158,541
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,105,639,150,720
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,180,658,213,720
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,213,557,257,619
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,517,537,556,585
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,587,497,617,537
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,602,547,633,592
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,558,525,598,590
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,772,529,807,572
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,805,531,841,564
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,840,514,868,571
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,1065,507,1105,577
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,1201,581,1239,645
staugustinecam.2019-05-01_1700.mp4_frames_11.jpg,1280,720,person,1186,540,1224,596
staugustinecam.2019-04-02_1000.mp4_frames_8.jpg,1280,720,person,106,506,149,571
staugustinecam.2019-04-02_1000.mp4_frames_8.jpg,1280,720,person,197,499,222,571
staugustinecam.2019-04-02_1000.mp4_frames_8.jpg,1280,720,person,213,518,249,568
staugustinecam.2019-04-02_1000.mp4_frames_8.jpg,1280,720,person,628,506,673,566
staugustinecam.2019-04-02_1000.mp4_frames_8.jpg,1280,720,person,1047,510,1101,584
staugustinecam.2019-04-02_1000.mp4_frames_8.jpg,1280,720,person,1204,492,1243,594
staugustinecam.2019-04-02_1000.mp4_frames_8.jpg,1280,720,person,1246,529,1266,603
staugustinecam.2019-04-02_1000.mp4_frames_8.jpg,1280,720,person,789,394,839,421
staugustinecam.2019-04-18_0800.mp4_frames_24.jpg,1280,720,person,78,208,92,250
staugustinecam.2019-04-18_0800.mp4_frames_24.jpg,1280,720,person,102,209,127,247
staugustinecam.2019-04-18_0800.mp4_frames_24.jpg,1280,720,person,136,198,161,244
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,1229,535,1261,583
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,152,472,188,523
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,72,201,100,244
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,94,204,130,251
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,133,205,166,239
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,343,445,369,477
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,347,501,375,553
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,353,485,385,521
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,390,518,421,549
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,411,486,435,527
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,437,490,473,537
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,459,493,496,527
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,474,445,498,488
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,476,424,495,450
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,533,413,559,443
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,548,511,613,550
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,615,428,643,475
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,664,416,699,459
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,966,506,1009,540
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,898,455,932,524
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,945,456,961,520
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,1161,503,1182,544
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,1056,567,1122,641
staugustinecam.2019-04-07_1600.mp4_frames_47.jpg,1280,720,person,1259,502,1280,546
staugustinecam.2019-04-16_1700.mp4_frames_57.jpg,1280,720,person,896,523,934,567
staugustinecam.2019-04-16_1700.mp4_frames_57.jpg,1280,720,person,33,568,70,619
staugustinecam.2019-04-16_1700.mp4_frames_57.jpg,1280,720,person,156,547,205,583
staugustinecam.2019-04-16_1700.mp4_frames_57.jpg,1280,720,person,247,460,267,486
staugustinecam.2019-04-16_1700.mp4_frames_57.jpg,1280,720,person,401,542,434,605
staugustinecam.2019-04-16_1700.mp4_frames_57.jpg,1280,720,person,561,551,603,594
staugustinecam.2019-04-16_1700.mp4_frames_57.jpg,1280,720,person,595,558,628,603
staugustinecam.2019-04-16_1700.mp4_frames_57.jpg,1280,720,person,658,528,686,605
staugustinecam.2019-04-16_1700.mp4_frames_57.jpg,1280,720,person,944,538,983,598
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,785,571,811,595
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,37,567,70,596
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,495,575,551,633
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,649,538,679,584
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,729,524,764,572
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,667,376,699,406
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,784,445,811,472
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,818,438,863,472
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,1078,525,1113,596
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,1116,514,1140,579
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,1144,511,1166,568
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,1216,550,1233,601
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,1238,563,1263,597
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,963,610,987,650
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,888,613,917,645
staugustinecam.2019-04-02_1400.mp4_frames_37.jpg,1280,720,person,823,572,849,596
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,100,505,135,541
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,78,209,104,248
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,141,199,166,259
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,418,497,469,572
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,681,541,720,577
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,754,541,802,613
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,889,560,920,616
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,948,542,975,619
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,1021,550,1078,606
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,1114,493,1144,567
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,1161,489,1203,576
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,1238,516,1279,559
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,973,644,1048,709
staugustinecam.2019-04-15_1400.mp4_frames_52.jpg,1280,720,person,984,542,1008,618
staugustinecam.2019-04-27_1800.mp4_frames_24.jpg,1280,720,person,22,557,63,631
staugustinecam.2019-04-27_1800.mp4_frames_24.jpg,1280,720,person,280,538,316,614
staugustinecam.2019-04-27_1800.mp4_frames_24.jpg,1280,720,person,327,581,361,680
